===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,pe,SmaCross,len,datetime,MovingAverageSimple,len,sma,CrossOver,len,crossover,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
374,,374,2021-07-19 00:00:00,102.91508734,103.43069399,101.57451005,103.22445133,53049438.0,,527117554.09,SmaCross,374,737990.0,MovingAverageSimple,374,102.54385055200001,CrossOver,374,0.0,Broker,374,9806.105866445001,9806.105866445001,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2021-07-20 00:00:00,103.22445133,103.32757266,102.50260202,103.01820867,36834727.0,,367615290.53,SmaCross,375,737991.0,MovingAverageSimple,375,102.60572334999999,CrossOver,375,0.0,Broker,375,9806.105866445001,9806.105866445001,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2021-07-21 00:00:00,103.01820669,104.42644716,103.01820669,103.45151145,58450876.0,,558646899.85,SmaCross,376,737992.0,MovingAverageSimple,376,103.02237216200001,CrossOver,376,0.0,Broker,376,9806.105866445001,9806.105866445001,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2021-07-22 00:00:00,103.77649002,105.29305668,103.55983764,104.42644716,43977169.0,,424674365.99,SmaCross,377,737993.0,MovingAverageSimple,377,103.40714118999999,CrossOver,377,0.0,Broker,377,9806.105866445001,9806.105866445001,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2021-07-23 00:00:00,103.9931424,104.75142573,103.66816383,103.77649002,30090322.0,,289065062.57,SmaCross,378,737994.0,MovingAverageSimple,378,103.579421726,CrossOver,378,0.0,Broker,378,9806.105866445001,9806.105866445001,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2021-07-26 00:00:00,103.66816383,103.77649002,100.7433567,101.17666146,51742715.0,,486767435.16,SmaCross,379,737997.0,MovingAverageSimple,379,103.169863752,CrossOver,379,-1.0,Broker,379,9806.105866445001,9806.105866445001,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2021-07-27 00:00:00,101.39331384,102.15159717,98.46850671,99.11846385,53279860.0,,494584132.34,SmaCross,380,737998.0,MovingAverageSimple,380,102.389914788,CrossOver,380,0.0,Broker,380,9806.105866445001,9806.105866445001,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2021-07-28 00:00:00,99.22679004,101.39331384,99.22679004,99.76842099,46335875.0,,428304155.78,SmaCross,381,737999.0,MovingAverageSimple,381,101.653296696,CrossOver,381,0.0,Broker,381,9806.105866445001,9806.105866445001,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2021-07-29 00:00:00,100.20172575,100.52670432,98.5768329,98.79348528,43587733.0,,398885079.36,SmaCross,382,738000.0,MovingAverageSimple,382,100.52670432,CrossOver,382,0.0,Broker,382,9806.105866445001,9806.105866445001,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2021-07-30 00:00:00,98.90181147,98.90181147,97.60189719,97.81854957,35697122.0,,323216885.33,SmaCross,383,738001.0,MovingAverageSimple,383,99.33511623,CrossOver,383,0.0,Broker,383,9806.105866445001,9806.105866445001,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2021-08-02 00:00:00,97.81854957,100.09339956,97.16859243,98.90181147,45713350.0,,416533736.87,SmaCross,384,738004.0,MovingAverageSimple,384,98.88014623199999,CrossOver,384,1.0,Broker,384,9806.105866445001,9806.105866445001,BuySell,384,,,Trades - Net Profit/Loss,384,,
385,,385,2021-08-03 00:00:00,98.90181147,99.01013766,97.92687576,98.79348528,33014050.0,,300047780.11,SmaCross,385,738005.0,MovingAverageSimple,385,98.815150518,CrossOver,385,-1.0,Broker,385,9806.105866445001,9806.105866445001,BuySell,385,,,Trades - Net Profit/Loss,385,,
386,,386,2021-08-04 00:00:00,98.79348528,99.01013766,98.03520195,98.25185433,25214494.0,,229004469.37,SmaCross,386,738006.0,MovingAverageSimple,386,98.51183718600001,CrossOver,386,0.0,Broker,386,9806.105866445001,9806.105866445001,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2021-08-05 00:00:00,98.14352814,98.79348528,97.92687576,98.03520195,24267799.0,,220300799.23,SmaCross,387,738007.0,MovingAverageSimple,387,98.36018052,CrossOver,387,0.0,Broker,387,9806.105866445001,9806.105866445001,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2021-08-06 00:00:00,98.03520195,98.36018052,97.493571,98.36018052,22486126.0,,203315737.69,SmaCross,388,738008.0,MovingAverageSimple,388,98.46850671,CrossOver,388,0.0,Broker,388,9806.105866445001,9806.105866445001,BuySell,388,,,Trades - Net Profit/Loss,388,,
389,,389,2021-08-09 00:00:00,98.14352814,100.20172575,98.03520195,99.33511623,37461914.0,,344052120.37,SmaCross,389,738011.0,MovingAverageSimple,389,98.555167662,CrossOver,389,1.0,Broker,389,9806.105866445001,9806.105866445001,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2021-08-10 00:00:00,99.44344242,99.98507337,98.5768329,99.6600948,34370935.0,,314539916.21,SmaCross,390,738012.0,MovingAverageSimple,390,98.728489566,CrossOver,390,0.0,Broker,390,9806.105866445001,9806.105866445001,BuySell,390,,,Trades - Net Profit/Loss,390,,
391,,391,2021-08-11 00:00:00,99.44344242,100.63503051,99.22679004,99.76842099,37382098.0,,345067501.88,SmaCross,391,738013.0,MovingAverageSimple,391,99.031802898,CrossOver,391,0.0,Broker,391,9806.105866445001,9806.105866445001,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2021-08-12 00:00:00,99.76842099,99.87674718,99.22679004,99.33511623,22978467.0,,211023249.96,SmaCross,392,738014.0,MovingAverageSimple,392,99.291785754,CrossOver,392,0.0,Broker,392,9806.105866445001,9806.105866445001,BuySell,392,,,Trades - Net Profit/Loss,392,,
393,,393,2021-08-13 00:00:00,99.22679004,99.98507337,99.01013766,99.44344242,21925988.0,,201254904.23,SmaCross,393,738015.0,MovingAverageSimple,393,99.50843813399999,CrossOver,393,-1.0,Broker,393,9806.105866445001,9806.105866445001,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2021-08-16 00:00:00,99.55176861,100.41837813,99.22679004,99.87674718,27369511.0,,252450157.43,SmaCross,394,738018.0,MovingAverageSimple,394,99.616764324,CrossOver,394,1.0,Broker,394,9806.105866445001,9806.105866445001,BuySell,394,,,Trades - Net Profit/Loss,394,,
395,,395,2021-08-17 00:00:00,99.98507337,100.63503051,99.33511623,99.55176861,38016760.0,,350733814.67,SmaCross,395,738019.0,MovingAverageSimple,395,99.59509908599999,CrossOver,395,-1.0,Broker,395,9806.105866445001,9806.105866445001,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2021-08-18 00:00:00,99.6600948,101.71829241,99.22679004,101.06833527,43424745.0,,403158874.42,SmaCross,396,738020.0,MovingAverageSimple,396,99.855081942,CrossOver,396,1.0,Broker,396,9806.105866445001,9806.105866445001,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2021-08-19 00:00:00,101.17666146,101.17666146,99.55176861,99.98507337,36391371.0,,336172105.18,SmaCross,397,738021.0,MovingAverageSimple,397,99.98507337,CrossOver,397,0.0,Broker,397,9806.105866445001,9806.105866445001,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2021-08-20 00:00:00,100.20172575,100.7433567,99.44344242,100.41837813,35374387.0,,327037545.21,SmaCross,398,738022.0,MovingAverageSimple,398,100.180060512,CrossOver,398,0.0,Broker,398,9806.105866445001,9806.105866445001,BuySell,398,,,Trades - Net Profit/Loss,398,,
399,,399,2021-08-23 00:00:00,100.7433567,100.85168289,99.6600948,99.6600948,32418942.0,,299502500.65,SmaCross,399,738025.0,MovingAverageSimple,399,100.13673003599999,CrossOver,399,-1.0,Broker,399,9806.105866445001,9806.105866445001,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2021-08-24 00:00:00,99.87674718,100.7433567,99.33511623,99.76842099,40815968.0,,376573365.53,SmaCross,400,738026.0,MovingAverageSimple,400,100.180060512,CrossOver,400,0.0,Broker,400,9806.105866445001,9806.105866445001,BuySell,400,,,Trades - Net Profit/Loss,400,,
401,,401,2021-08-25 00:00:00,99.98507337,100.09339956,99.22679004,99.55176861,34063999.0,,313176526.98,SmaCross,401,738027.0,MovingAverageSimple,401,99.87674718,CrossOver,401,0.0,Broker,401,9806.105866445001,9806.105866445001,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2021-08-26 00:00:00,99.44344242,99.6600948,98.90181147,99.01013766,29439149.0,,269637951.05,SmaCross,402,738028.0,MovingAverageSimple,402,99.681760038,CrossOver,402,0.0,Broker,402,9806.105866445001,9806.105866445001,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2021-08-27 00:00:00,99.22679004,99.87674718,99.01013766,99.33511623,27618817.0,,253490155.82,SmaCross,403,738029.0,MovingAverageSimple,403,99.465107658,CrossOver,403,0.0,Broker,403,9806.105866445001,9806.105866445001,BuySell,403,,,Trades - Net Profit/Loss,403,,
404,,404,2021-08-30 00:00:00,98.03520195,98.36018052,96.62696148,97.06026624,80410279.0,,721952836.2,SmaCross,404,738032.0,MovingAverageSimple,404,98.945141946,CrossOver,404,0.0,Broker,404,9806.105866445001,9806.105866445001,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,,405,2021-08-31 00:00:00,97.27691862,98.03520195,96.73528767,98.03520195,44633690.0,,401545634.47,SmaCross,405,738033.0,MovingAverageSimple,405,98.598498138,CrossOver,405,0.0,Broker,405,9806.105866445001,9806.105866445001,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,,406,2021-09-01 00:00:00,97.81854957,99.98507337,97.60189719,99.44344242,58211312.0,,532088406.33,SmaCross,406,738034.0,MovingAverageSimple,406,98.5768329,CrossOver,406,1.0,Broker,406,9806.105866445001,9806.105866445001,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,,407,2021-09-02 00:00:00,99.6600948,100.09339956,99.22679004,99.98507337,40122727.0,,369226845.81,SmaCross,407,738035.0,MovingAverageSimple,407,98.771820042,CrossOver,407,0.0,Broker,407,9806.105866445001,9806.105866445001,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2021-09-03 00:00:00,100.09339956,101.06833527,99.22679004,100.09339956,50781588.0,,470393997.25,SmaCross,408,738036.0,MovingAverageSimple,408,98.923476708,CrossOver,408,0.0,Broker,408,9806.105866445001,9806.105866445001,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2021-09-06 00:00:00,99.87674718,100.85168289,99.6600948,99.76842099,35627742.0,,329503565.51,SmaCross,409,738039.0,MovingAverageSimple,409,99.465107658,CrossOver,409,0.0,Broker,409,9806.105866445001,9806.105866445001,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,,410,2021-09-07 00:00:00,99.76842099,101.71829241,99.22679004,101.17666146,64051787.0,,594700224.4,SmaCross,410,738040.0,MovingAverageSimple,410,100.09339956,CrossOver,410,0.0,Broker,410,9806.105866445001,9806.105866445001,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,,411,2021-09-08 00:00:00,101.17666146,101.71829241,100.63503051,101.17666146,40941784.0,,382017869.18,SmaCross,411,738041.0,MovingAverageSimple,411,100.440043368,CrossOver,411,0.0,Broker,411,9806.105866445001,9806.105866445001,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2021-09-09 00:00:00,100.96000908,101.17666146,100.20172575,100.7433567,31951355.0,,297126954.19,SmaCross,412,738042.0,MovingAverageSimple,412,100.591700034,CrossOver,412,0.0,Broker,412,9806.105866445001,9806.105866445001,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2021-09-10 00:00:00,100.96000908,102.69322812,100.85168289,101.93494479,57250718.0,,537963808.52,SmaCross,413,738043.0,MovingAverageSimple,413,100.96000908,CrossOver,413,0.0,Broker,413,9806.105866445001,9806.105866445001,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,,414,2021-09-13 00:00:00,101.60996622,102.15159717,101.17666146,101.71829241,29373307.0,,275283515.47,SmaCross,414,738046.0,MovingAverageSimple,414,101.349983364,CrossOver,414,0.0,Broker,414,9806.105866445001,9806.105866445001,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,,415,2021-09-14 00:00:00,101.71829241,102.15159717,99.33511623,99.76842099,53934721.0,,500630063.11,SmaCross,415,738047.0,MovingAverageSimple,415,101.06833527,CrossOver,415,-1.0,Broker,415,9806.105866445001,9806.105866445001,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,,416,2021-09-15 00:00:00,99.76842099,100.31005194,98.90181147,99.55176861,38064766.0,,349607327.86,SmaCross,416,738048.0,MovingAverageSimple,416,100.7433567,CrossOver,416,0.0,Broker,416,9806.105866445001,9806.105866445001,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,,417,2021-09-16 00:00:00,99.6600948,99.98507337,98.68515909,98.79348528,49199895.0,,450453204.46,SmaCross,417,738049.0,MovingAverageSimple,417,100.353382416,CrossOver,417,0.0,Broker,417,9806.105866445001,9806.105866445001,BuySell,417,,,Trades - Net Profit/Loss,417,,
418,,418,2021-09-17 00:00:00,98.68515909,99.33511623,98.36018052,98.68515909,30233529.0,,275167575.06,SmaCross,418,738050.0,MovingAverageSimple,418,99.70342527599999,CrossOver,418,0.0,Broker,418,9806.105866445001,9806.105866445001,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,,419,2021-09-22 00:00:00,97.493571,98.36018052,97.06026624,97.81854957,35054148.0,,316134897.23,SmaCross,419,738055.0,MovingAverageSimple,419,98.923476708,CrossOver,419,0.0,Broker,419,9806.105866445001,9806.105866445001,BuySell,419,,,Trades - Net Profit/Loss,419,,
420,,420,2021-09-23 00:00:00,98.5768329,99.11846385,97.60189719,97.81854957,39639967.0,,359242361.39,SmaCross,420,738056.0,MovingAverageSimple,420,98.53350242399999,CrossOver,420,0.0,Broker,420,9806.105866445001,9806.105866445001,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,,421,2021-09-24 00:00:00,97.92687576,98.36018052,97.38524481,97.71022338,39925596.0,,360045375.49,SmaCross,421,738057.0,MovingAverageSimple,421,98.165193378,CrossOver,421,0.0,Broker,421,9806.105866445001,9806.105866445001,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,,422,2021-09-27 00:00:00,97.71022338,98.03520195,96.84361386,97.71022338,41708355.0,,374465142.4,SmaCross,422,738060.0,MovingAverageSimple,422,97.948540998,CrossOver,422,0.0,Broker,422,9806.105866445001,9806.105866445001,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,,423,2021-09-28 00:00:00,97.27691862,98.46850671,97.27691862,97.81854957,33340762.0,,301762292.37,SmaCross,423,738061.0,MovingAverageSimple,423,97.775219094,CrossOver,423,1.0,Broker,423,9806.105866445001,9806.105866445001,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2021-09-29 00:00:00,97.60189719,98.46850671,97.16859243,97.71022338,40008268.0,,361288902.36,SmaCross,424,738062.0,MovingAverageSimple,424,97.75355385600001,CrossOver,424,-1.0,Broker,424,31.150957726001117,9802.173295726001,BuySell,424,95.71106354355,,Trades - Net Profit/Loss,424,,
425,,425,2021-09-30 00:00:00,97.81854957,98.03520195,97.27691862,97.493571,29190245.0,,262917686.74,SmaCross,425,738063.0,MovingAverageSimple,425,97.688558142,CrossOver,425,0.0,Broker,425,9798.229059769,9798.229059769,BuySell,425,,99.50572997924999,Trades - Net Profit/Loss,425,,-7.876806675999504
426,,426,2021-10-08 00:00:00,98.03520195,99.11846385,97.81854957,98.36018052,39080557.0,,354870725.31,SmaCross,426,738071.0,MovingAverageSimple,426,97.81854957,CrossOver,426,1.0,Broker,426,9798.229059769,9798.229059769,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2021-10-11 00:00:00,98.79348528,100.20172575,98.5768329,99.11846385,46632488.0,,427661681.12,SmaCross,427,738074.0,MovingAverageSimple,427,98.100197664,CrossOver,427,0.0,Broker,427,9798.229059769,9798.229059769,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,,428,2021-10-12 00:00:00,98.79348528,99.55176861,98.46850671,99.01013766,35725751.0,,326390581.43,SmaCross,428,738075.0,MovingAverageSimple,428,98.338515282,CrossOver,428,0.0,Broker,428,9798.229059769,9798.229059769,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,,429,2021-10-13 00:00:00,99.01013766,99.11846385,98.03520195,98.25185433,22538281.0,,204856493.9,SmaCross,429,738076.0,MovingAverageSimple,429,98.446841472,CrossOver,429,-1.0,Broker,429,9798.229059769,9798.229059769,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2021-10-14 00:00:00,98.25185433,98.46850671,97.71022338,97.92687576,22584606.0,,204329606.59,SmaCross,430,738077.0,MovingAverageSimple,430,98.53350242399999,CrossOver,430,0.0,Broker,430,9798.229059769,9798.229059769,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2021-10-15 00:00:00,98.03520195,98.68515909,97.71022338,98.25185433,27525449.0,,249700096.1,SmaCross,431,738078.0,MovingAverageSimple,431,98.51183718600001,CrossOver,431,0.0,Broker,431,9798.229059769,9798.229059769,BuySell,431,,,Trades - Net Profit/Loss,431,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - SmaCross:
      *************************************************************************
      - Params:
        - period: 5
      *************************************************************************
      - Indicators:
        .......................................................................
        - MovingAverageSimple:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 5
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.01
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 9798.23
        .......................................................................
        - ta:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - total:
              - total: 3
              - open: 0
              - closed: 3
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - streak:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - current: 0
                - longest: 0
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - current: 3
                - longest: 3
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - pnl:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - gross:
                - total: -142.91
                - average: -47.64
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - net:
                - total: -201.77
                - average: -67.26
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - won:
              - total: 0
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 0.0
                - average: 0.0
                - max: 0.0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - lost:
              - total: 3
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -201.77
                - average: -67.26
                - max: -117.88
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - long:
              - total: 3
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -201.77
                - average: -67.26
                ###############################################################
                - won:
                  - total: 0.0
                  - average: 0.0
                  - max: 0.0
                ###############################################################
                - lost:
                  - total: -201.77
                  - average: -67.26
                  - max: -117.88
              - won: 0
              - lost: 3
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - short:
              - total: 0
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 0.0
                - average: 0.0
                ###############################################################
                - won:
                  - total: 0.0
                  - average: 0.0
                  - max: 0.0
                ###############################################################
                - lost:
                  - total: 0.0
                  - average: 0.0
                  - max: 0.0
              - won: 0
              - lost: 0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - len:
              - total: 12
              - average: 4.0
              - max: 6
              - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - total: 0
                - average: 0.0
                - max: 0
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - total: 12
                - average: 4.0
                - max: 6
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - long:
                - total: 12
                - average: 4.0
                - max: 6
                - min: 1
                ###############################################################
                - won:
                  - total: 0
                  - average: 0.0
                  - max: 0
                  - min: 9223372036854775807
                ###############################################################
                - lost:
                  - total: 12
                  - average: 4.0
                  - max: 6
                  - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - short:
                - total: 0
                - average: 0.0
                - max: 0
                - min: 9223372036854775807
                ###############################################################
                - won:
                  - total: 0
                  - average: 0.0
                  - max: 0
                  - min: 9223372036854775807
                ###############################################################
                - lost:
                  - total: 0
                  - average: 0.0
                  - max: 0
                  - min: 9223372036854775807
        .......................................................................
        - drawdown:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - len: 374
            - drawdown: 2.63
            - moneydown: 265.03
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - max:
              - len: 374
              - drawdown: 2.92
              - moneydown: 294.01
        .......................................................................
        - sharpe:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 5
            - compression: 1
            - riskfreerate: 0.0
            - factor: None
            - convertrate: True
            - annualize: True
            - stddev_sample: False
            - daysfactor: None
            - legacyannual: False
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - sharperatio: -0.55
        .......................................................................
        - vwr:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: None
            - compression: None
            - _doprenext: True
            - tann: None
            - tau: 0.2
            - sdev_max: 2.0
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - vwr: -0.81
        .......................................................................
        - sqn:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - sqn: -2.57
            - trades: 3
        .......................................................................
        - txn:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - headers: False
            - _pfheaders: date, amount, price, sid, symbol, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - 2020-03-25 00:00:00: [100, 99.8025728, 0, '', -9980.25728]
            - 2020-04-01 00:00:00: [-100, 98.82240304, 0, '', 9882.240303999999]
            - 2020-11-05 00:00:00: [100, 97.55277818, 0, '', -9755.277818]
            - 2020-11-13 00:00:00: [-100, 96.98717153, 0, '', 9698.717153]
            - 2021-09-29 00:00:00: [100, 97.65189719, 0, '', -9765.189719]
            - 2021-09-30 00:00:00: [-100, 97.76854957, 0, '', 9776.854957]
